지점번호,total,요일,Latitude_y,Longitude_y
B-17,41997.05607476819,1.0,37.48427,127.0143
B-17,42265.89320388365,2.0,37.48427,127.0143
B-17,42073.07843137092,3.0,37.48427,127.0143
B-17,43584.14018691218,4.0,37.48427,127.0143
B-17,42855.21782177742,5.0,37.48427,127.0143
B-17,35728.70476190685,6.0,37.48427,127.0143
B-18,64496.31868128544,0.0,37.435500000000005,126.9064
B-18,65129.35483869223,1.0,37.435500000000005,126.9064
B-18,65549.15384615964,2.0,37.435500000000005,126.9064
B-18,64969.197802226074,3.0,37.435500000000005,126.9064
B-18,66841.23655918003,4.0,37.435500000000005,126.9064
B-18,62556.382022498365,5.0,37.435500000000005,126.9064
B-18,54165.04347821204,6.0,37.435500000000005,126.9064
B-19,8707.594827583885,0.0,37.483309999999996,126.8447
B-19,8702.423728811265,1.0,37.483309999999996,126.8447
B-19,8804.148760329557,2.0,37.483309999999996,126.8447
B-19,8794.43333333188,3.0,37.483309999999996,126.8447
B-19,9138.108333332228,4.0,37.483309999999996,126.8447
B-19,8080.25862068975,5.0,37.483309999999996,126.8447
B-19,5295.458333341881,6.0,37.483309999999996,126.8447
B-20,21158.24778762977,0.0,37.4832,126.8458
B-20,21018.96491229242,1.0,37.4832,126.8458
B-20,21146.850877199417,2.0,37.4832,126.8458
B-20,21286.078260870883,3.0,37.4832,126.8458
B-20,22073.721739125038,4.0,37.4832,126.8458
B-20,22055.607142844055,5.0,37.4832,126.8458
B-20,18968.643478240636,6.0,37.4832,126.8458
B-21,17998.866071432993,0.0,37.48717,126.8593
B-21,18122.9043478274,1.0,37.48717,126.8593
B-21,18217.105263160523,2.0,37.48717,126.8593
B-21,18367.398230086153,3.0,37.48717,126.8593
B-21,18832.491228069393,4.0,37.48717,126.8593
B-21,18637.630630628137,5.0,37.48717,126.8593
B-21,16341.929203537136,6.0,37.48717,126.8593
B-22,17794.46551724213,0.0,37.48551,126.8762
B-22,18317.18260869581,1.0,37.48551,126.8762
B-22,17990.58474576377,2.0,37.48551,126.8762
B-22,17958.599999999944,3.0,37.48551,126.8762
B-22,18874.043478261134,4.0,37.48551,126.8762
B-22,18331.2347826082,5.0,37.48551,126.8762
B-22,15044.25217391118,6.0,37.48551,126.8762
B-23,29153.504950494444,0.0,37.47498,126.8813
B-23,29948.91428571393,1.0,37.47498,126.8813
B-23,29221.932692306957,2.0,37.47498,126.8813
B-23,28633.242718446516,3.0,37.47498,126.8813
B-23,28787.94230769196,4.0,37.47498,126.8813
B-23,26295.12121212156,5.0,37.47498,126.8813
B-23,22526.090909092596,6.0,37.47498,126.8813
B-24,40990.60937500139,0.0,37.46516,126.8873
B-24,40629.11111111346,1.0,37.46516,126.8873
B-24,41504.41538461484,2.0,37.46516,126.8873
B-24,42524.476190480236,3.0,37.46516,126.8873
B-24,42659.19047619192,4.0,37.46516,126.8873
B-24,34124.25757575721,5.0,37.46516,126.8873
B-24,26857.030769221943,6.0,37.46516,126.8873
B-25,23427.825581464702,0.0,37.45189,126.8946
B-25,23663.797752852268,1.0,37.45189,126.8946
B-25,24250.096774212023,2.0,37.45189,126.8946
B-25,23852.22471909448,3.0,37.45189,126.8946
B-25,25135.7499999701,4.0,37.45189,126.8946
B-25,23617.80459765533,5.0,37.45189,126.8946
B-25,20251.90804592871,6.0,37.45189,126.8946
B-26,17800.592920357492,0.0,37.54318,126.8123
B-26,17927.23684211406,1.0,37.54318,126.8123
B-26,18147.70434783666,2.0,37.54318,126.8123
B-26,18159.713043486932,3.0,37.54318,126.8123
B-26,18937.594827588953,4.0,37.54318,126.8123
B-26,17076.459459451507,5.0,37.54318,126.8123
B-26,13543.817391278586,6.0,37.54318,126.8123
B-27,25419.14444444315,0.0,37.53983,126.8272
B-27,25568.152173913724,1.0,37.53983,126.8272
B-27,25292.578947369453,2.0,37.53983,126.8272
B-27,25131.81052631661,3.0,37.53983,126.8272
B-27,25617.11458333392,4.0,37.53983,126.8272
B-27,26781.728260869637,5.0,37.53983,126.8272
B-27,22255.652631577144,6.0,37.53983,126.8272
B-28,110082.39622653837,0.0,37.525659999999995,126.8352
B-28,108856.93693701123,1.0,37.525659999999995,126.8352
B-28,110198.30000002554,2.0,37.525659999999995,126.8352
B-28,110334.40186914569,3.0,37.525659999999995,126.8352
B-28,112368.83177565658,4.0,37.525659999999995,126.8352
B-28,110372.45283011885,5.0,37.525659999999995,126.8352
B-28,101857.3333332362,6.0,37.525659999999995,126.8352
B-29,24179.717171719152,0.0,37.48924,126.82549999999999
B-29,24183.086538460117,1.0,37.48924,126.82549999999999
B-29,24463.134615381397,2.0,37.48924,126.82549999999999
B-29,24615.10679611281,3.0,37.48924,126.82549999999999
B-29,25083.59999999679,4.0,37.48924,126.82549999999999
B-29,25324.93069306895,5.0,37.48924,126.82549999999999
B-29,22363.057692317263,6.0,37.48924,126.82549999999999
B-30,27326.351351323014,0.0,37.50669,126.82700000000001
B-30,28511.602739705842,1.0,37.50669,126.82700000000001
B-30,28007.05479450703,2.0,37.50669,126.82700000000001
B-30,28146.31081080214,3.0,37.50669,126.82700000000001
B-30,28297.77333333352,4.0,37.50669,126.82700000000001
B-30,27862.150684948603,5.0,37.50669,126.82700000000001
B-30,21965.16438361554,6.0,37.50669,126.82700000000001
B-31,33870.713043485826,0.0,37.58605,126.7987
B-31,34304.64406780031,1.0,37.58605,126.7987
B-31,34362.35593219935,2.0,37.58605,126.7987
B-31,33888.53389829547,3.0,37.58605,126.7987
B-31,36023.63025209063,4.0,37.58605,126.7987
B-31,35583.04310344503,5.0,37.58605,126.7987
B-31,29567.03389832034,6.0,37.58605,126.7987
B-32,100304.21551723065,0.0,37.58838,126.8159
B-32,101176.44827585467,1.0,37.58838,126.8159
B-32,100943.96581195893,2.0,37.58838,126.8159
B-32,101046.30252101066,3.0,37.58838,126.8159
B-32,103672.75000000407,4.0,37.58838,126.8159
B-32,103497.01724138772,5.0,37.58838,126.8159
B-32,94260.16239317317,6.0,37.58838,126.8159
B-33,36841.13274338864,0.0,37.6474,126.9096
B-33,36518.57657659814,1.0,37.6474,126.9096
B-33,36872.70796461883,2.0,37.6474,126.9096
B-33,36636.20175439654,3.0,37.6474,126.9096
B-33,38082.150442480335,4.0,37.6474,126.9096
B-33,39882.97345131088,5.0,37.6474,126.9096
B-33,38237.4649122199,6.0,37.6474,126.9096
B-34,28188.28181818216,0.0,37.61844,126.9089
B-34,28561.858407080043,1.0,37.61844,126.9089
B-34,28464.828828828988,2.0,37.61844,126.9089
B-34,28376.281818182164,3.0,37.61844,126.9089
B-34,29159.315315315456,4.0,37.61844,126.9089
B-34,30472.416666666635,5.0,37.61844,126.9089
B-34,27780.110091741743,6.0,37.61844,126.9089
B-35,32097.85840710663,0.0,37.58829,126.8893
B-35,32180.879310362514,1.0,37.58829,126.8893
B-35,32194.57391305264,2.0,37.58829,126.8893
B-35,32387.508928572563,3.0,37.58829,126.8893
B-35,33238.13274335601,4.0,37.58829,126.8893
B-35,31617.648648632137,5.0,37.58829,126.8893
B-35,25433.7699114726,6.0,37.58829,126.8893
B-36,155714.15178572424,0.0,37.57141,126.8754
B-36,154691.1415929252,1.0,37.57141,126.8754
B-36,154693.6181818193,2.0,37.57141,126.8754
B-36,154652.7207207179,3.0,37.57141,126.8754
B-36,154966.47663550772,4.0,37.57141,126.8754
B-36,153306.91666665956,5.0,37.57141,126.8754
B-36,148497.26363636265,6.0,37.57141,126.8754
B-37,93240.24285712148,0.0,37.56393,127.1202
B-37,94770.68115940908,1.0,37.56393,127.1202
B-37,94413.85714285886,2.0,37.56393,127.1202
B-37,95578.97142857901,3.0,37.56393,127.1202
B-37,97980.02857144442,4.0,37.56393,127.1202
B-37,98014.15714286963,5.0,37.56393,127.1202
B-37,83973.28571428088,6.0,37.56393,127.1202
C-01,76072.18181816647,0.0,37.59836,126.8126
C-01,77419.81147539141,1.0,37.59836,126.8126
C-01,76663.59016392098,2.0,37.59836,126.8126
C-01,78365.04878047982,3.0,37.59836,126.8126
C-01,80427.11764705741,4.0,37.59836,126.8126
C-01,77931.84297521629,5.0,37.59836,126.8126
C-01,62903.23770496594,6.0,37.59836,126.8126
C-03,78887.21666666774,0.0,37.56874000000001,126.8629
C-03,80023.21186440851,1.0,37.56874000000001,126.8629
C-03,80001.41322314032,2.0,37.56874000000001,126.8629
C-03,80250.8016528938,3.0,37.56874000000001,126.8629
C-03,81393.56302520953,4.0,37.56874000000001,126.8629
C-03,79949.2857142849,5.0,37.56874000000001,126.8629
C-03,71787.98347107173,6.0,37.56874000000001,126.8629
C-04,104412.40983603269,0.0,37.55262000000001,126.8941
C-04,104861.60483868385,1.0,37.55262000000001,126.8941
C-04,105485.99999998171,2.0,37.55262000000001,126.8941
C-04,107331.81300812421,3.0,37.55262000000001,126.8941
C-04,107397.30000000674,4.0,37.55262000000001,126.8941
C-04,104297.19008266929,5.0,37.55262000000001,126.8941
C-04,101098.22314054871,6.0,37.55262000000001,126.8941
C-05,95222.148760344,0.0,37.54385,126.9068
C-05,96768.2066115887,1.0,37.54385,126.9068
C-05,98139.34166668968,2.0,37.54385,126.9068
C-05,97572.15573772036,3.0,37.54385,126.9068
C-05,97831.38655462807,4.0,37.54385,126.9068
C-05,95218.4201680516,5.0,37.54385,126.9068
C-05,85809.5333332751,6.0,37.54385,126.9068
C-06,36052.67768595031,0.0,37.537890000000004,126.9282
C-06,37280.35833333318,1.0,37.537890000000004,126.9282
C-06,37501.71074380176,2.0,37.537890000000004,126.9282
C-06,38423.75409836067,3.0,37.537890000000004,126.9282
C-06,39006.957983193126,4.0,37.537890000000004,126.9282
C-06,33885.452991452425,5.0,37.537890000000004,126.9282
C-06,28743.457627119533,6.0,37.537890000000004,126.9282
C-07,76560.96330273044,0.0,37.53414,126.9393
C-07,76020.90265484818,1.0,37.53414,126.9393
C-07,76356.31578945988,2.0,37.53414,126.9393
C-07,79324.83333332482,3.0,37.53414,126.9393
C-07,78234.1071428534,4.0,37.53414,126.9393
C-07,68033.4434782711,5.0,37.53414,126.9393
C-07,57018.18333338722,6.0,37.53414,126.9393
C-08,41451.59504133085,0.0,37.52731,126.9482
C-08,42977.57500000691,1.0,37.52731,126.9482
C-08,42797.5041322372,2.0,37.52731,126.9482
C-08,43891.401639347576,3.0,37.52731,126.9482
C-08,44368.119658119256,4.0,37.52731,126.9482
C-08,37458.06722688379,5.0,37.52731,126.9482
C-08,30896.349999982813,6.0,37.52731,126.9482
C-09,65843.70588234981,0.0,37.518570000000004,126.962
C-09,66489.51239669233,1.0,37.518570000000004,126.962
C-09,66217.57499999876,2.0,37.518570000000004,126.962
C-09,66396.93220338892,3.0,37.518570000000004,126.962
C-09,67140.02608695507,4.0,37.518570000000004,126.962
C-09,67979.49152542354,5.0,37.518570000000004,126.962
C-09,62624.88983051741,6.0,37.518570000000004,126.962
C-10,45137.70491804754,0.0,37.51012,126.98450000000001
C-10,46723.455284560696,1.0,37.51012,126.98450000000001
C-10,47017.77049180843,2.0,37.51012,126.98450000000001
C-10,47136.62096774517,3.0,37.51012,126.98450000000001
C-10,48153.168067227474,4.0,37.51012,126.98450000000001
C-10,44737.13333332685,5.0,37.51012,126.98450000000001
C-10,38201.049586751156,6.0,37.51012,126.98450000000001
C-11,68017.12820515946,0.0,37.51525,126.9992
C-11,67976.22689078402,1.0,37.51525,126.9992
C-11,69086.20338984519,2.0,37.51525,126.9992
C-11,69067.96610169788,3.0,37.51525,126.9992
C-11,68576.46956520683,4.0,37.51525,126.9992
C-11,67631.03478258512,5.0,37.51525,126.9992
C-11,62855.564102520715,6.0,37.51525,126.9992
C-12,13588.12711864722,0.0,37.50816,127.0029
C-12,13715.38135593011,1.0,37.50816,127.0029
C-12,14126.148760328835,2.0,37.50816,127.0029
C-12,14149.229508196599,3.0,37.50816,127.0029
C-12,14424.410256410663,4.0,37.50816,127.0029
C-12,12061.381355932104,5.0,37.50816,127.0029
C-12,11315.982608696335,6.0,37.50816,127.0029
C-13,126716.2727272534,0.0,37.52747,127.0159
C-13,130023.30252099835,1.0,37.52747,127.0159
C-13,131120.35833333162,2.0,37.52747,127.0159
C-13,132525.14754099233,3.0,37.52747,127.0159
C-13,131644.5338983176,4.0,37.52747,127.0159
C-13,123272.94166667866,5.0,37.52747,127.0159
C-13,111768.6218487369,6.0,37.52747,127.0159
C-14,55999.13008129119,0.0,37.538759999999996,127.0224
C-14,56527.59836065119,1.0,37.538759999999996,127.0224
C-14,57099.42622950728,2.0,37.538759999999996,127.0224
C-14,57803.349593499865,3.0,37.538759999999996,127.0224
C-14,57951.79166667245,4.0,37.538759999999996,127.0224
C-14,53961.27272727849,5.0,37.538759999999996,127.0224
C-14,46160.39344262273,6.0,37.538759999999996,127.0224
C-15,81375.3114753914,0.0,37.537420000000004,127.0378
C-15,82372.95934958161,1.0,37.537420000000004,127.0378
C-15,81454.83471074072,2.0,37.537420000000004,127.0378
C-15,81506.95081966885,3.0,37.537420000000004,127.0378
C-15,82228.08474576661,4.0,37.537420000000004,127.0378
