,grid,month,day,temp_avg,temp_max,temp_min,windspeed_avg,windspeed_max,windspeed_min,sen_temp_avg,sen_temp_max,sen_temp_min
24,57_125,6,25,25.323076923076933,29.6,20.5,0.3323076923076923,0.54,0.072,27.7437356830241,31.84840029268326,23.732842629030433
25,57_125,6,26,20.623076923076926,23.799999,18.6,0.9443076923076923,1.7640000000000002,0.36,22.773433125507445,25.7946103916958,21.287273464643206
26,57_125,6,27,22.292307538461536,24.5,21.5,0.27692307692307694,0.468,0.072,24.91362743837414,26.880411963550152,24.614608001927614
27,57_125,6,28,21.438461615384618,22.299999,20.200001,0.36276923076923073,0.5039999999999999,0.288,24.004116421199786,24.713894361207746,22.920500005240346
28,57_125,6,29,22.192307692307693,26.6,20.6,0.21046153846153848,0.612,0.0,24.909120090829795,28.890990810280563,25.922900000000002
29,57_125,6,30,22.91538484615385,23.700001,22.0,0.34061538461538465,0.72,0.072,25.439404942171844,25.97762240222263,25.055490688376203
30,57_125,7,1,21.261538307692305,22.4,20.799999,0.792,1.044,0.324,23.50191188962715,24.535996930242106,23.439656687560237
31,57_125,7,2,23.215384384615387,25.0,22.6,0.3073846153846153,0.468,0.144,25.75566345793511,27.366732862373155,25.39907788601617
32,57_125,7,3,25.961538307692305,30.9,23.799999,0.34061538461538454,0.576,0.216,28.349206047601527,33.13170086811401,26.398793396073522
33,57_125,7,4,23.576923153846153,26.6,22.4,0.42923076923076925,0.72,0.108,26.007190780678265,28.870945375232164,25.29871796429848
34,57_125,7,5,24.307692,27.1,22.6,0.852923076923077,1.08,0.468,26.53876000267031,29.33005817526343,25.032392548022756
35,57_125,7,6,22.269230923076922,25.700001,20.0,1.0052307692307692,1.296,0.756,24.417955741613078,27.862621006295498,22.26056029797916
36,57_125,7,7,21.69230776923077,26.700001,18.700001,0.8529230769230769,1.0079999999999998,0.648,23.902361286508917,28.929601555528095,21.051868023761035
37,57_125,7,8,23.599999846153853,26.700001,21.299999,0.49015384615384605,0.864,0.18,25.991795475649717,28.94871264483269,24.135137492373076
38,57_125,7,9,21.030769384615382,21.700001,20.5,0.6286153846153847,0.8279999999999998,0.3960000000000001,23.376322388500444,23.922880588175207,23.065563762936165
39,57_125,7,10,25.092307538461537,26.9,24.1,0.33507692307692305,0.468,0.216,27.5220168801352,29.21475227790055,26.67832875846669
40,57_125,7,11,26.18461546153846,28.6,24.9,0.252,1.116,0.0,28.601432235396057,30.864266771760427,28.59535
41,57_125,7,12,25.407692461538467,28.4,24.299999,0.41815384615384615,0.72,0.0,27.783765194255665,30.666801632912644,28.222449378500002
42,57_125,7,13,25.59230769230769,29.5,23.9,0.3323076923076924,0.7920000000000001,0.0,28.000560815581476,31.76903325749693,27.97385
43,57_125,7,14,26.215384692307694,30.4,24.1,0.5206153846153846,1.08,0.036,28.53401211112284,32.7056697309593,27.032218076184428
44,57_125,7,15,26.007692153846158,31.0,23.9,0.37384615384615383,1.0079999999999998,0.0,28.379931355631193,33.30917557614906,27.97385
45,57_125,7,16,26.00000007692308,31.9,23.4,0.3156923076923076,0.8279999999999998,0.0,28.396737972036476,34.186172521697294,27.6631
46,57_125,7,17,25.684615538461536,30.5,23.299999,0.32399999999999995,0.72,0.036,28.09263520219871,32.761967266873214,26.34866199467048
47,57_125,7,18,25.415384538461538,30.299999,22.9,0.468,0.9720000000000001,0.144,27.770753226576737,32.59247956695414,25.672765232103245
48,57_125,7,19,26.069230846153843,31.200001,24.0,0.3849230769230768,0.8279999999999998,0.036,28.43488870958585,33.48182989478395,26.946773672800685
49,57_125,7,20,26.62307653846154,32.599998,24.299999,0.37384615384615383,0.8279999999999998,0.036,28.970851693124335,34.89051414240545,27.20310602850787
50,57_125,7,21,26.98461515384616,33.5,24.799999,0.42369230769230776,0.8279999999999998,0.18,29.30642864730184,35.79610082596824,27.365150371024207
51,57_125,7,22,30.523077230769225,34.700001,29.0,0.3959999999999999,0.756,0.072,32.72160163474116,36.97006007048975,31.22784829865647
52,57_125,7,23,28.77692284615384,32.700001,26.799999,0.3987692307692307,0.7920000000000001,0.036,31.03942895076761,34.98016631028585,29.339216113101358
53,57_125,7,24,28.092308,32.200001,26.700001,0.07476923076923075,0.25199999999999995,0.0,30.426556953365168,34.25306383766034,29.7140506215
54,57_125,7,25,28.169230692307693,31.9,26.9,0.5704615384615385,1.116,0.18,30.443533095995356,34.24684625648048,29.303159021075704
55,57_125,7,26,28.246153692307697,32.5,26.700001,0.5483076923076922,0.936,0.288,30.52020494823572,34.81903908500398,29.07208190799767
56,57_125,7,27,28.79230776923076,32.099998,26.9,0.26861538461538464,1.08,0.0,31.051815948715145,34.444619092613806,29.83835
57,57_125,7,28,26.76153853846154,28.0,25.5,0.4707692307692308,0.8279999999999998,0.036,29.07944403018886,30.261972280036865,28.22843972355678
58,57_125,7,29,29.107692076923076,34.200001,25.4,1.0384615384615385,1.548,0.684,31.382667444334515,36.72421418018053,27.683780632732265
59,57_125,7,30,31.646153769230768,35.5,28.700001,0.7975384615384614,1.404,0.3960000000000001,33.92391872687803,38.03996163994714,30.965285413465853
60,57_125,7,31,30.015384615384615,34.5,27.700001,0.5843076923076924,0.9720000000000001,0.25199999999999995,32.26190928024443,36.860530765826994,30.025181510321815
61,57_125,8,1,31.261538153846153,35.299999,29.0,0.40707692307692306,0.8279999999999998,0.072,33.43693109366198,37.607269162067865,31.22784829865647
62,57_125,8,2,31.500000461538466,35.400002,30.0,0.38492307692307687,0.72,0.036,33.65837772117442,37.65068907484371,32.07343787582505
63,57_125,8,3,29.91538430769231,33.099998,28.700001,0.3489230769230769,0.7920000000000001,0.036,32.12766741063447,35.381554806013334,30.96266148628047
64,57_125,8,4,28.561538384615382,32.099998,27.200001,0.5843076923076923,1.0079999999999998,0.36,30.829382031562922,34.42952994449543,29.527850932302137
65,57_125,8,5,28.869230846153847,30.9,27.9,0.5372307692307691,1.044,0.108,31.13162355159544,33.21229649857982,30.244371114658588
66,57_125,8,6,29.176923000000002,32.400002,27.9,0.5427692307692308,1.116,0.036,31.433604604553672,34.75936034966806,30.279105404766522
67,57_125,8,7,28.584615461538462,32.900002,26.9,0.4236923076923077,1.116,0.108,30.853785826123914,35.27187239280747,29.345161450956745
68,57_125,8,8,28.73076938461539,33.200001,27.200001,0.3655384615384615,1.332,0.0,30.99468843070785,35.63179717817835,30.0248006215
69,57_125,8,9,27.392307769230765,28.9,25.9,0.5427692307692308,0.72,0.432,29.68277483406679,31.165650593379446,28.254514210936655
70,57_125,8,10,30.023077,33.200001,27.799999,0.9913846153846154,1.332,0.468,32.31275340226979,35.63179717817835,30.090128923140156
71,57_125,8,11,29.77692307692308,32.700001,27.799999,0.6424615384615385,1.08,0.0,32.033072078001595,35.05836971693265,30.3976993785
72,57_125,8,12,29.007692615384617,32.400002,26.6,0.36276923076923073,0.9720000000000001,0.036,31.260129965782568,34.726507706896626,29.168328160777914
73,57_125,8,13,29.007692461538454,32.200001,27.4,0.4015384615384615,0.72,0.0,31.261961737287642,34.45805473015826,30.149099999999997
74,57_125,8,14,29.64615361538462,32.799999,28.200001,0.7920000000000003,1.26,0.5039999999999999,31.915695307023213,35.20199705326634,30.47719428799401
75,57_125,8,15,29.66153853846154,31.4,28.5,1.044,1.26,0.684,31.94814795220934,33.75588743450791,30.76711232514672
76,57_125,8,16,25.65384646153846,31.4,22.700001,1.8193846153846154,2.268,0.9,27.745198034336667,33.86640843365088,24.898209654222157
77,57_125,8,17,26.03076915384616,31.200001,22.799999,1.3236923076923075,2.0159999999999996,0.5039999999999999,28.20119377590104,33.630408518881545,25.202309443676043
78,57_125,8,18,25.323077307692305,28.5,23.200001,0.5261538461538462,1.044,0.072,27.65870026026966,30.76251779693152,26.113610017618193
79,57_125,8,19,26.269230538461535,29.299999,24.4,0.4707692307692308,0.7920000000000001,0.0,28.600441433515982,31.56833650093628,28.284599999999998
